,Model,Family,Instruct,date,#Params (B),Pretraining Data Size (T),FLOPs (1E21),IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,bbh_boolean_expressions,bbh_causal_judgement,bbh_date_understanding,bbh_disambiguation_qa,bbh_formal_fallacies,bbh_geometric_shapes,bbh_hyperbaton,bbh_logical_deduction_five_objects,bbh_logical_deduction_seven_objects,bbh_logical_deduction_three_objects,bbh_movie_recommendation,bbh_navigate,bbh_object_counting,bbh_penguins_in_a_table,bbh_reasoning_about_colored_objects,bbh_ruin_names,bbh_salient_translation_error_detection,bbh_snarks,bbh_sports_understanding,bbh_temporal_sequences,bbh_tracking_shuffled_objects_five_objects,bbh_tracking_shuffled_objects_seven_objects,bbh_tracking_shuffled_objects_three_objects,bbh_web_of_lies,gpqa_diamond,gpqa_extended,gpqa_main,math_algebra_hard,math_counting_and_prob_hard,math_geometry_hard,math_intermediate_algebra_hard,math_num_theory_hard,math_prealgebra_hard,math_precalculus_hard,musr_murder_mysteries,musr_object_placements,musr_team_allocation,XWinograd,Arena-Elo,MTBench,hendrycksTest-abstract_algebra,hendrycksTest-anatomy,hendrycksTest-astronomy,hendrycksTest-business_ethics,hendrycksTest-clinical_knowledge,hendrycksTest-college_biology,hendrycksTest-college_chemistry,hendrycksTest-college_computer_science,hendrycksTest-college_mathematics,hendrycksTest-college_medicine,hendrycksTest-college_physics,hendrycksTest-computer_security,hendrycksTest-conceptual_physics,hendrycksTest-econometrics,hendrycksTest-electrical_engineering,hendrycksTest-elementary_mathematics,hendrycksTest-formal_logic,hendrycksTest-global_facts,hendrycksTest-high_school_biology,hendrycksTest-high_school_chemistry,hendrycksTest-high_school_computer_science,hendrycksTest-high_school_european_history,hendrycksTest-high_school_geography,hendrycksTest-high_school_government_and_politics,hendrycksTest-high_school_macroeconomics,hendrycksTest-high_school_mathematics,hendrycksTest-high_school_microeconomics,hendrycksTest-high_school_physics,hendrycksTest-high_school_psychology,hendrycksTest-high_school_statistics,hendrycksTest-high_school_us_history,hendrycksTest-high_school_world_history,hendrycksTest-human_aging,hendrycksTest-human_sexuality,hendrycksTest-international_law,hendrycksTest-jurisprudence,hendrycksTest-logical_fallacies,hendrycksTest-machine_learning,hendrycksTest-management,hendrycksTest-marketing,hendrycksTest-medical_genetics,hendrycksTest-miscellaneous,hendrycksTest-moral_disputes,hendrycksTest-moral_scenarios,hendrycksTest-nutrition,hendrycksTest-philosophy,hendrycksTest-prehistory,hendrycksTest-professional_accounting,hendrycksTest-professional_law,hendrycksTest-professional_medicine,hendrycksTest-professional_psychology,hendrycksTest-public_relations,hendrycksTest-security_studies,hendrycksTest-sociology,hendrycksTest-us_foreign_policy,hendrycksTest-virology,hendrycksTest-world_religions,MMLU,ARC,HellaSwag,Winogrande,TruthfulQA,GSM8K,HumanEval,Family2
70,mpt-30b,mpt,False,,30.0,1.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7453354060475504,,,0.31,0.4888888888888889,0.4078947368421052,0.53,0.4867924528301887,0.5138888888888888,0.31,0.42,0.35,0.4508670520231214,0.3039215686274509,0.6,0.4170212765957446,0.2982456140350877,0.5172413793103449,0.3306878306878307,0.2857142857142857,0.38,0.5419354838709678,0.354679802955665,0.53,0.6,0.5959595959595959,0.6476683937823834,0.4692307692307692,0.2814814814814815,0.4411764705882353,0.2980132450331126,0.6770642201834862,0.3657407407407407,0.6666666666666666,0.6708860759493671,0.5381165919282511,0.5343511450381679,0.4297520661157025,0.4722222222222222,0.4785276073619632,0.4553571428571428,0.5631067961165048,0.7136752136752137,0.5,0.6871008939974457,0.5115606936416185,0.2692737430167597,0.5098039215686274,0.5466237942122186,0.5679012345679012,0.3617021276595745,0.378096479791395,0.3823529411764705,0.4526143790849673,0.5727272727272728,0.5510204081632653,0.5472636815920398,0.67,0.4457831325301205,0.6783625730994152,0.4799818067198363,0.5597269624573379,0.8242381995618403,0.7490134175217048,0.3841558252351552,0.1690674753601213,0.2134146341463414,mpt
71,mpt-30b-chat,mpt,True,,30.0,1.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4592592592592592,0.5,0.57,0.5509433962264151,0.5902777777777778,0.37,0.33,0.4,0.5144508670520231,0.2647058823529412,0.6,0.4297872340425532,0.2807017543859649,0.4758620689655172,0.3333333333333333,0.3174603174603174,0.36,0.6193548387096774,0.3842364532019704,0.51,0.6303030303030303,0.6919191919191919,0.6476683937823834,0.4538461538461538,0.2888888888888888,0.4705882352941176,0.3443708609271523,0.728440366972477,0.4166666666666667,0.7598039215686274,0.7088607594936709,0.5291479820627802,0.5725190839694656,0.4793388429752066,0.5462962962962963,0.6012269938650306,0.3660714285714285,0.6990291262135923,0.7948717948717948,0.55,0.698595146871009,0.5491329479768786,0.2860335195530726,0.5032679738562091,0.5594855305466238,0.5833333333333334,0.3829787234042553,0.3715775749674054,0.4816176470588235,0.4901960784313725,0.5727272727272728,0.5755102040816327,0.6169154228855721,0.77,0.4518072289156626,0.7251461988304093,0.5115999999999999,0.5870000000000001,0.8254,0.753,0.5242,0.1213,,mpt-chat
72,mpt-30b-instruct,mpt,True,,30.0,1.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.4222222222222222,0.5,0.5,0.5169811320754717,0.5347222222222222,0.32,0.47,0.33,0.4508670520231214,0.3529411764705882,0.64,0.4638297872340425,0.2894736842105263,0.4620689655172413,0.3201058201058201,0.3492063492063492,0.31,0.532258064516129,0.3793103448275862,0.51,0.6484848484848484,0.6464646464646465,0.6735751295336787,0.4589743589743589,0.3296296296296296,0.4453781512605042,0.3245033112582781,0.6587155963302752,0.2916666666666667,0.7205882352941176,0.6877637130801688,0.5919282511210763,0.5877862595419847,0.4462809917355372,0.5740740740740741,0.4907975460122699,0.375,0.6116504854368932,0.7051282051282052,0.46,0.6922094508301405,0.4971098265895953,0.3027932960893855,0.5163398692810458,0.5659163987138264,0.5771604938271605,0.3900709219858156,0.3702737940026075,0.4485294117647059,0.4901960784313725,0.5181818181818182,0.563265306122449,0.5522388059701493,0.69,0.463855421686747,0.6666666666666666,0.4915,0.5845,0.8431000000000001,0.7514,0.38049999999999995,0.1531,,mpt-instruct
73,mpt-7b,mpt,False,,7.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.714400117960088,,,0.19,0.2222222222222222,0.2631578947368421,0.33,0.2867924528301886,0.2847222222222222,0.25,0.32,0.3,0.2658959537572254,0.2058823529411764,0.29,0.3404255319148936,0.2894736842105263,0.2620689655172414,0.238095238095238,0.2301587301587301,0.23,0.2516129032258064,0.2068965517241379,0.33,0.2424242424242424,0.2222222222222222,0.3575129533678756,0.3205128205128205,0.2851851851851852,0.2899159663865546,0.2649006622516556,0.2605504587155963,0.3055555555555556,0.2549019607843137,0.270042194092827,0.3094170403587444,0.2977099236641221,0.2975206611570248,0.2962962962962963,0.2515337423312883,0.3660714285714285,0.233009708737864,0.3205128205128205,0.35,0.3001277139208174,0.2630057803468208,0.2446927374301676,0.2810457516339869,0.2990353697749196,0.3209876543209876,0.2482269503546099,0.2607561929595828,0.1948529411764706,0.2598039215686274,0.3363636363636363,0.3020408163265306,0.2338308457711442,0.4,0.3493975903614458,0.3216374269005848,0.2806843136121969,0.4769624573378839,0.7753435570603465,0.7213891081294396,0.3354506043570123,0.0401819560272934,0.1646341463414634,mpt
74,mpt-7b-chat,mpt,True,,7.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3925925925925926,0.3684210526315789,0.39,0.3849056603773585,0.3888888888888889,0.32,0.35,0.36,0.3294797687861271,0.1764705882352941,0.44,0.3702127659574468,0.219298245614035,0.4551724137931034,0.2433862433862433,0.2539682539682539,0.26,0.4032258064516129,0.2413793103448276,0.41,0.3212121212121212,0.3636363636363636,0.4922279792746113,0.3871794871794872,0.2185185185185185,0.3907563025210084,0.2847682119205298,0.5100917431192661,0.3518518518518518,0.3284313725490196,0.4092827004219409,0.484304932735426,0.465648854961832,0.4049586776859504,0.4074074074074074,0.2883435582822086,0.3303571428571428,0.3689320388349514,0.5512820512820513,0.47,0.5325670498084292,0.4104046242774566,0.241340782122905,0.4019607843137255,0.4083601286173633,0.3672839506172839,0.2695035460992908,0.2907431551499348,0.3897058823529412,0.3202614379084967,0.4636363636363636,0.4857142857142857,0.4825870646766169,0.57,0.4277108433734939,0.4970760233918128,0.3762,0.465,0.7551000000000001,0.6843,0.40159999999999996,0.0409,,mpt-chat
75,mpt-7b-instruct,mpt,True,,7.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.2814814814814815,0.3026315789473684,0.28,0.350943396226415,0.3194444444444444,0.35,0.38,0.31,0.3063583815028902,0.2352941176470588,0.37,0.3489361702127659,0.2543859649122807,0.3586206896551724,0.2645502645502645,0.1984126984126984,0.36,0.3806451612903225,0.2955665024630542,0.33,0.2909090909090909,0.4444444444444444,0.3782383419689119,0.3692307692307692,0.2555555555555555,0.361344537815126,0.3576158940397351,0.3357798165137615,0.3981481481481481,0.2598039215686274,0.2573839662447257,0.358744394618834,0.3893129770992366,0.3140495867768595,0.3703703703703703,0.3558282208588957,0.2857142857142857,0.3689320388349514,0.3247863247863248,0.28,0.3499361430395913,0.3121387283236994,0.2424581005586592,0.3137254901960784,0.3279742765273312,0.3148148148148148,0.2553191489361702,0.2783572359843546,0.2573529411764705,0.3137254901960784,0.3363636363636363,0.4163265306122449,0.3383084577114428,0.42,0.3614457831325301,0.2573099415204678,0.3235,0.5034000000000001,0.7791,0.7048000000000001,0.3508,0.0281,,mpt-instruct
76,olmo-1b,olmo,False,2024-04-23,1.0,3.0,18.0,0.22,0.31,0.01,0.26,0.41,0.12,0.564,0.5187165775401069,0.2,0.36,0.488,0.108,0.516,0.212,0.136,0.348,0.212,0.42,0.1,0.1986301369863013,0.156,0.276,0.124,0.5393258426966292,0.46,0.26,0.172,0.136,0.332,0.488,0.2626262626262626,0.2747252747252747,0.2455357142857142,0.003257328990228,0.016260162601626,0.0,0.0035714285714285,0.0194805194805194,0.0155440414507772,0.0,0.524,0.27734375,0.428,,,,0.29,0.3259259259259259,0.2039473684210526,0.23,0.1962264150943396,0.2569444444444444,0.2,0.36,0.26,0.2716763005780346,0.2254901960784313,0.27,0.2297872340425532,0.2368421052631578,0.3034482758620689,0.246031746031746,0.2063492063492063,0.34,0.2967741935483871,0.2857142857142857,0.31,0.2484848484848484,0.1818181818181818,0.2590673575129533,0.2717948717948718,0.2592592592592592,0.2142857142857142,0.3112582781456953,0.2403669724770642,0.3657407407407407,0.2794117647058823,0.2827004219409282,0.2152466367713004,0.2137404580152671,0.2809917355371901,0.2407407407407407,0.2699386503067484,0.3303571428571428,0.2233009708737864,0.2521367521367521,0.27,0.2899106002554278,0.2514450867052023,0.2469273743016759,0.2973856209150327,0.2893890675241157,0.2561728395061728,0.2198581560283688,0.241199478487614,0.4044117647058823,0.2745098039215686,0.2454545454545454,0.2122448979591836,0.2238805970149253,0.3,0.2289156626506024,0.2573099415204678,0.2631,0.3456,0.636,0.6109,0.3292,0.019,,olmo
77,olmo-7b,olmo,False,2024-04-23,7.0,2.5,105.0,0.27,0.33,0.01,0.27,0.35,0.12,0.68,0.5614973262032086,0.192,0.292,0.468,0.104,0.492,0.212,0.184,0.328,0.296,0.464,0.348,0.2123287671232876,0.144,0.212,0.224,0.5280898876404494,0.492,0.26,0.196,0.144,0.348,0.488,0.2424242424242424,0.2783882783882784,0.2790178571428571,0.006514657980456,0.0,0.0075757575757575,0.0035714285714285,0.0194805194805194,0.0103626943005181,0.0,0.484,0.25,0.312,,,,0.25,0.2518518518518518,0.2565789473684211,0.21,0.2792452830188679,0.2291666666666666,0.24,0.29,0.27,0.2485549132947976,0.1862745098039215,0.3,0.3021276595744681,0.3245614035087719,0.2758620689655172,0.2539682539682539,0.1904761904761904,0.32,0.3741935483870968,0.2660098522167488,0.21,0.2484848484848484,0.2272727272727272,0.3367875647668393,0.3358974358974358,0.2518518518518518,0.3109243697478991,0.271523178807947,0.2440366972477064,0.4351851851851852,0.2156862745098039,0.2573839662447257,0.336322869955157,0.2595419847328244,0.2727272727272727,0.2222222222222222,0.2760736196319018,0.2946428571428571,0.2815533980582524,0.282051282051282,0.3,0.2924648786717752,0.2572254335260115,0.2391061452513966,0.3169934640522875,0.337620578778135,0.3179012345679012,0.2127659574468085,0.2483702737940026,0.4485294117647059,0.2352941176470588,0.3181818181818182,0.3795918367346939,0.3134328358208955,0.28,0.3915662650602409,0.2573099415204678,0.2813,0.45649999999999996,0.7731,0.6938,0.3593,0.0379,,olmo
78,open_llama_13b,openllama,False,,13.0,0.6,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.4592592592592592,0.4802631578947368,0.39,0.4150943396226415,0.4305555555555556,0.34,0.44,0.33,0.3757225433526011,0.2549019607843137,0.59,0.3617021276595745,0.3070175438596491,0.4551724137931034,0.246031746031746,0.2301587301587301,0.35,0.4580645161290322,0.3103448275862069,0.34,0.4787878787878787,0.5454545454545454,0.6010362694300518,0.4487179487179487,0.2444444444444444,0.4621848739495798,0.2980132450331126,0.5834862385321101,0.2685185185185185,0.5637254901960784,0.4936708860759494,0.4573991031390134,0.5267175572519084,0.4958677685950413,0.4907407407407407,0.5766871165644172,0.3571428571428571,0.5922330097087378,0.5982905982905983,0.53,0.5951468710089399,0.5028901734104047,0.2681564245810056,0.4183006535947712,0.5016077170418006,0.5432098765432098,0.3226950354609929,0.317470664928292,0.3860294117647059,0.3839869281045752,0.4727272727272727,0.4285714285714285,0.5522388059701493,0.68,0.4397590361445783,0.6198830409356725,0.4375452833868154,0.5119453924914675,0.7523401712806214,0.7205998421468035,0.3807596729533852,0.0326004548900682,,open_llama_
79,open_llama_3b,openllama,False,,3.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.3333333333333333,0.1973684210526315,0.28,0.3018867924528302,0.2847222222222222,0.23,0.24,0.27,0.3121387283236994,0.2254901960784313,0.29,0.2978723404255319,0.3070175438596491,0.3103448275862069,0.2592592592592592,0.2222222222222222,0.31,0.2548387096774193,0.2758620689655172,0.31,0.2303030303030303,0.2222222222222222,0.2176165803108808,0.2615384615384615,0.2444444444444444,0.2142857142857142,0.304635761589404,0.2752293577981651,0.3148148148148148,0.25,0.2911392405063291,0.2780269058295964,0.1984732824427481,0.2314049586776859,0.2962962962962963,0.2331288343558282,0.1964285714285714,0.2524271844660194,0.2692307692307692,0.25,0.2835249042145594,0.2947976878612717,0.2469273743016759,0.261437908496732,0.3183279742765273,0.2654320987654321,0.2446808510638297,0.226857887874837,0.4485294117647059,0.2745098039215686,0.2909090909090909,0.2081632653061224,0.2537313432835821,0.24,0.3253012048192771,0.2865497076023391,0.2693628703589735,0.3984641638225256,0.6264688309101772,0.6471981057616417,0.3496513582465124,0.0045489006823351,,open_llama_
80,open_llama_3b_v2,openllamav2,False,,3.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.237037037037037,0.2763157894736842,0.4,0.2679245283018868,0.2430555555555555,0.24,0.27,0.31,0.2369942196531791,0.2058823529411764,0.32,0.3234042553191489,0.2456140350877192,0.2068965517241379,0.291005291005291,0.246031746031746,0.31,0.2354838709677419,0.2167487684729064,0.24,0.2484848484848484,0.202020202020202,0.238341968911917,0.2564102564102564,0.2333333333333333,0.2773109243697479,0.3311258278145695,0.2477064220183486,0.2083333333333333,0.2352941176470588,0.2531645569620253,0.3991031390134529,0.2519083969465648,0.2975206611570248,0.2962962962962963,0.2147239263803681,0.2946428571428571,0.2718446601941747,0.2863247863247863,0.23,0.280970625798212,0.2572254335260115,0.2402234636871508,0.2647058823529412,0.2765273311897106,0.2993827160493827,0.3120567375886525,0.2457627118644068,0.213235294117647,0.2647058823529412,0.3272727272727272,0.3346938775510204,0.2786069651741293,0.36,0.3373493975903614,0.2982456140350877,0.2711798101137326,0.4027303754266211,0.7159928301135232,0.67008681925809,0.3477745324693538,0.0090978013646702,,open_llama__v2
81,open_llama_7b,openllama,False,,7.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3333333333333333,0.25,0.35,0.3924528301886792,0.3194444444444444,0.24,0.31,0.29,0.3352601156069364,0.1862745098039215,0.39,0.3148936170212766,0.2894736842105263,0.296551724137931,0.2724867724867725,0.246031746031746,0.34,0.3096774193548387,0.2463054187192118,0.28,0.2909090909090909,0.3434343434343434,0.3626943005181347,0.3564102564102564,0.2481481481481481,0.2941176470588235,0.2450331125827814,0.3486238532110092,0.3657407407407407,0.3382352941176471,0.3333333333333333,0.2869955156950672,0.2824427480916031,0.3388429752066115,0.3333333333333333,0.294478527607362,0.25,0.2524271844660194,0.3632478632478632,0.27,0.3716475095785441,0.3294797687861271,0.2469273743016759,0.3169934640522875,0.2861736334405145,0.3209876543209876,0.2659574468085106,0.2620599739243807,0.2316176470588235,0.272875816993464,0.4090909090909091,0.2408163265306122,0.263681592039801,0.4,0.3614457831325301,0.391812865497076,0.3049340814990708,0.470136518771331,0.7197769368651663,0.6795580110497238,0.3484730707265278,0.0159211523881728,,open_llama_
82,open_llama_7b_v2,openllamav2,False,,7.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.437037037037037,0.4342105263157895,0.42,0.4716981132075472,0.4236111111111111,0.29,0.34,0.33,0.3988439306358382,0.2254901960784313,0.57,0.3404255319148936,0.2982456140350877,0.4344827586206896,0.2777777777777778,0.3492063492063492,0.36,0.4387096774193548,0.2610837438423645,0.33,0.4303030303030303,0.4747474747474747,0.5751295336787565,0.4076923076923077,0.2333333333333333,0.3781512605042016,0.304635761589404,0.5302752293577981,0.2777777777777778,0.4411764705882353,0.4978902953586498,0.4080717488789238,0.4885496183206106,0.512396694214876,0.5,0.3865030674846625,0.3214285714285714,0.5631067961165048,0.6111111111111112,0.53,0.5759897828863346,0.4479768786127168,0.2346368715083799,0.4313725490196078,0.405144694533762,0.4444444444444444,0.3049645390070922,0.3409387222946545,0.4411764705882353,0.3660130718954248,0.4636363636363636,0.4530612244897959,0.5671641791044776,0.53,0.4156626506024096,0.5321637426900585,0.4129397385957056,0.4368600682593856,0.7219677355108544,0.6937647987371744,0.3553921542940895,0.0348749052312357,,open_llama__v2
83,openhermes-13b,llama-2,True,2023-09-13,13.0,2.0,156.0,0.27,0.42,0.01,0.27,0.4,0.24,0.672,0.5508021390374331,0.524,0.308,0.488,0.336,0.572,0.348,0.312,0.476,0.764,0.464,0.344,0.3356164383561644,0.288,0.344,0.36,0.5730337078651685,0.728,0.232,0.168,0.116,0.304,0.488,0.2373737373737373,0.271062271062271,0.2901785714285714,0.009771986970684,0.008130081300813,0.0,0.0035714285714285,0.0194805194805194,0.0103626943005181,0.0074074074074074,0.524,0.30078125,0.388,,,,0.31,0.4814814814814814,0.5723684210526315,0.54,0.5735849056603773,0.5972222222222222,0.39,0.45,0.43,0.5375722543352601,0.2352941176470588,0.68,0.4765957446808511,0.2807017543859649,0.4758620689655172,0.3597883597883597,0.3571428571428571,0.37,0.6387096774193548,0.4827586206896552,0.53,0.6424242424242425,0.6818181818181818,0.7875647668393783,0.541025641025641,0.3074074074074074,0.592436974789916,0.3576158940397351,0.7357798165137615,0.5,0.7696078431372549,0.7341772151898734,0.6636771300448431,0.6412213740458015,0.7603305785123967,0.7222222222222222,0.6748466257668712,0.3392857142857143,0.7087378640776699,0.8247863247863247,0.6,0.7496807151979565,0.6473988439306358,0.4513966480446927,0.6274509803921569,0.6077170418006431,0.6419753086419753,0.4539007092198581,0.4322033898305085,0.5330882352941176,0.5473856209150327,0.6545454545454545,0.6489795918367347,0.7263681592039801,0.8,0.4698795180722891,0.7719298245614035,0.5635,0.5981000000000001,0.8223999999999999,0.7545000000000001,0.46009999999999995,0.11599999999999999,,openhermes
84,openhermes-7b,llama-2,True,2023-09-18,7.0,2.0,84.0,0.18,0.36,0.01,0.27,0.43,0.19,0.704,0.5721925133689839,0.352,0.312,0.444,0.116,0.528,0.256,0.168,0.424,0.644,0.424,0.284,0.2876712328767123,0.22,0.256,0.24,0.5449438202247191,0.708,0.084,0.168,0.128,0.336,0.488,0.2424242424242424,0.2857142857142857,0.2611607142857143,0.01628664495114,0.008130081300813,0.0,0.0071428571428571,0.0259740259740259,0.005181347150259,0.0074074074074074,0.512,0.28515625,0.5,,,,0.32,0.4962962962962963,0.4144736842105263,0.54,0.5169811320754717,0.4791666666666667,0.31,0.41,0.36,0.4393063583815029,0.1764705882352941,0.59,0.4340425531914894,0.2543859649122807,0.4275862068965517,0.2989417989417989,0.3095238095238095,0.32,0.5419354838709678,0.354679802955665,0.46,0.6363636363636364,0.6111111111111112,0.7098445595854922,0.4435897435897435,0.2444444444444444,0.4411764705882353,0.2781456953642384,0.6678899082568808,0.3194444444444444,0.6470588235294118,0.6835443037974683,0.5919282511210763,0.6106870229007634,0.6446280991735537,0.5462962962962963,0.4846625766871165,0.375,0.6504854368932039,0.7264957264957265,0.58,0.6679438058748404,0.5317919075144508,0.264804469273743,0.5196078431372549,0.5819935691318328,0.5432098765432098,0.3829787234042553,0.3683181225554107,0.5183823529411765,0.4558823529411764,0.5545454545454546,0.5510204081632653,0.6417910447761194,0.66,0.4156626506024096,0.7076023391812866,0.48619999999999997,0.5614,0.7831999999999999,0.7451000000000001,0.45,0.05,,openhermes
85,opt-1.3b,opt,False,2023-08-18,1.3,0.18,1.4040000000000001,0.24,0.31,0.01,0.24,0.34,0.11,0.46,0.5187165775401069,0.196,0.3,0.524,0.288,0.484,0.192,0.148,0.328,0.284,0.42,0.072,0.1780821917808219,0.16,0.208,0.22,0.4606741573033708,0.556,0.268,0.192,0.152,0.332,0.484,0.2373737373737373,0.2509157509157509,0.234375,0.003257328990228,0.008130081300813,0.0,0.0071428571428571,0.0259740259740259,0.0103626943005181,0.0,0.472,0.25,0.304,0.5440287610593753,,,0.27,0.2888888888888888,0.1973684210526315,0.23,0.2490566037735849,0.2569444444444444,0.21,0.27,0.24,0.2485549132947976,0.3137254901960784,0.19,0.2297872340425532,0.2631578947368421,0.2827586206896552,0.2566137566137566,0.1428571428571428,0.33,0.2354838709677419,0.2610837438423645,0.32,0.2181818181818181,0.2323232323232323,0.2538860103626943,0.2615384615384615,0.2296296296296296,0.2016806722689075,0.2847682119205298,0.2568807339449541,0.2824074074074074,0.1813725490196078,0.240506329113924,0.273542600896861,0.2442748091603053,0.2975206611570248,0.2407407407407407,0.2760736196319018,0.25,0.1844660194174757,0.2435897435897435,0.26,0.2630906768837803,0.2369942196531791,0.2424581005586592,0.3006535947712418,0.1961414790996784,0.2654320987654321,0.2446808510638297,0.2314211212516297,0.3676470588235294,0.2712418300653594,0.1909090909090909,0.2204081632653061,0.2338308457711442,0.2,0.3012048192771084,0.2631578947368421,0.2496304582561669,0.295221843003413,0.545309699263095,0.5974743488555643,0.387106757904831,0.001516300227445,0.0,opt
86,opt-125m,opt,False,,0.125,0.18,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4986842384279715,,,0.27,0.237037037037037,0.2631578947368421,0.21,0.2150943396226415,0.2222222222222222,0.28,0.33,0.26,0.2023121387283237,0.3725490196078431,0.18,0.3148936170212766,0.2368421052631578,0.2482758620689655,0.2566137566137566,0.1428571428571428,0.18,0.3161290322580645,0.2955665024630542,0.19,0.2121212121212121,0.2727272727272727,0.3678756476683937,0.341025641025641,0.2629629629629629,0.3529411764705882,0.3178807947019867,0.2311926605504587,0.4722222222222222,0.2598039215686274,0.2573839662447257,0.2017937219730941,0.2366412213740458,0.3801652892561983,0.2129629629629629,0.2208588957055214,0.1517857142857142,0.1844660194174757,0.1965811965811965,0.34,0.2515964240102171,0.2312138728323699,0.2424581005586592,0.2712418300653594,0.2379421221864952,0.2932098765432099,0.2624113475177305,0.2535853976531942,0.4485294117647059,0.218954248366013,0.2272727272727272,0.2489795918367346,0.2338308457711442,0.33,0.2048192771084337,0.175438596491228,0.2601558755564414,0.2286689419795221,0.3146783509261103,0.516179952644041,0.4286875802615585,0.0007581501137225,0.0,opt
87,opt-13b,opt,False,,13.0,0.18,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6087793555982495,,,0.25,0.2518518518518518,0.1907894736842105,0.13,0.2415094339622641,0.2708333333333333,0.17,0.23,0.28,0.1791907514450867,0.1862745098039215,0.23,0.2553191489361702,0.219298245614035,0.2758620689655172,0.2619047619047619,0.2698412698412698,0.3,0.2774193548387096,0.2364532019704433,0.28,0.2727272727272727,0.2272727272727272,0.238341968911917,0.2307692307692307,0.2666666666666666,0.226890756302521,0.271523178807947,0.2220183486238532,0.2407407407407407,0.2990196078431372,0.270042194092827,0.2690582959641255,0.2290076335877862,0.2314049586776859,0.2407407407407407,0.2331288343558282,0.3660714285714285,0.233009708737864,0.2393162393162393,0.27,0.3039591315453384,0.2514450867052023,0.2424581005586592,0.2483660130718954,0.2636655948553054,0.2592592592592592,0.2624113475177305,0.242503259452412,0.213235294117647,0.2581699346405229,0.2818181818181818,0.2040816326530612,0.2338308457711442,0.28,0.2710843373493976,0.3099415204678362,0.2489566224323808,0.3993174061433447,0.7120095598486357,0.6850828729281768,0.3409583991059122,0.0174374526156178,0.0060975609756097,opt
88,opt-2.7b,opt,False,,2.7,0.18,2.9160000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5684868941265007,,,0.2,0.2518518518518518,0.1710526315789473,0.21,0.2226415094339622,0.2083333333333333,0.19,0.29,0.23,0.2485549132947976,0.2156862745098039,0.26,0.225531914893617,0.2456140350877192,0.2827586206896552,0.2248677248677248,0.1904761904761904,0.31,0.2161290322580645,0.2512315270935961,0.33,0.2363636363636363,0.2171717171717171,0.3367875647668393,0.3487179487179487,0.2814814814814815,0.2142857142857142,0.3178807947019867,0.326605504587156,0.4074074074074074,0.25,0.2362869198312236,0.2017937219730941,0.1984732824427481,0.2479338842975206,0.287037037037037,0.2269938650306748,0.2857142857142857,0.3689320388349514,0.2393162393162393,0.35,0.2464878671775223,0.2427745664739884,0.235754189944134,0.1928104575163398,0.315112540192926,0.2407407407407407,0.2978723404255319,0.2522816166883963,0.3198529411764705,0.2581699346405229,0.2181818181818181,0.2081632653061224,0.2537313432835821,0.25,0.2349397590361445,0.175438596491228,0.2543197294843227,0.3395904436860068,0.6143198566022705,0.6195737963693765,0.3742541799029018,0.0022744503411675,0.0,opt
